Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P9WFR9	reviewed	TYSY_MYCTU	Thymidylate synthase ThyA (TS) (TSase) (EC 2.1.1.45)	thyA Rv2764c MTV002.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	266
P9WFU7	reviewed	LYSX_MYCTU	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX [Includes: Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS); Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthetase) (LPG synthetase)]	lysX lysS2 lysU mprF Rv1640c MTCY06H11.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1172
P9WFV7	reviewed	SYG_MYCTU	Glycine--tRNA ligase (EC 6.1.1.14) (Glycyl-tRNA synthetase) (GlyRS)	glyQS glyS Rv2357c MTCY27.23 MTCY98.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	463
P9WFX1	reviewed	MBTI_MYCTU	Salicylate synthase (Chorismate mutase) (CM) (EC 5.4.99.5) (Isochorismate synthase/isochorismate lyase) (EC 4.2.99.21, EC 5.4.4.2) (Mycobactin synthase protein)	mbtI trpE2 Rv2386c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	450
P9WFZ5	reviewed	OTSB_MYCTU	Trehalose-phosphate phosphatase (TPP) (EC 3.1.3.12) (Trehalose-6-phosphate phosphatase)	otsB otsB2 Rv3372	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	391
P9WG25	reviewed	TKT_MYCTU	Transketolase (TK) (EC 2.2.1.1)	tkt Rv1449c MTCY493.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	700
P9WG27	reviewed	RPFD_MYCTU	Resuscitation-promoting factor RpfD (EC 3.-.-.-)	rpfD Rv2389c MTCY253.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P9WG29	reviewed	RPFB_MYCTU	Resuscitation-promoting factor RpfB (EC 3.-.-.-)	rpfB Rv1009 MTC1237.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	362
P9WG35	reviewed	TPX_MYCTU	Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	tpx Rv1932 MTCY09F9.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	165
P9WG39	reviewed	ILVG_MYCTU	Acetolactate synthase large subunit IlvG (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvG Rv1820 MTCY1A11.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	547
P9WG41	reviewed	ILVB1_MYCTU	Acetolactate synthase large subunit IlvB1 (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvB1 Rv3003c MTV012.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	618
P9WG43	reviewed	TPIS_MYCTU	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi Rv1438 MTCY493.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	261
P9WG45	reviewed	GYRB_MYCTU	DNA gyrase subunit B (EC 5.6.2.2)	gyrB Rv0005 MTCY10H4.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	675
P9WG47	reviewed	GYRA_MYCTU	DNA gyrase subunit A (EC 5.6.2.2) (Type IIA topoisomerase subunit GyrA)	gyrA Rv0006 MTCY10H4.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	838
P9WG49	reviewed	TOP1_MYCTU	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA Rv3646c MTCY15C10.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	934
P9WG57	reviewed	THYX_MYCTU	Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase)	thyX Rv2754c MTV002.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	250
P9WG59	reviewed	THRC_MYCTU	Threonine synthase (TS) (EC 4.2.3.1)	thrC Rv1295 MTCY373.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	360
P9WG67	reviewed	THIO_MYCTU	Thioredoxin (Trx) (MPT46)	trxA trx trxC Rv3914 MTV028.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	116
P9WGB7	reviewed	METB_MYCTU	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	metB Rv1079 MTV017.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	388
P9WGD7	reviewed	SRP54_MYCTU	Signal recognition particle protein (SRP) (EC 3.6.5.4) (Fifty-four homolog)	ffh Rv2916c MTCY338.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	525
P9WGD9	reviewed	FTSY_MYCTU	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY Rv2921c MTCY338.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	422
P9WGE7	reviewed	SODF_MYCTU	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB sod sodA Rv3846 MTCY01A6.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	207
P9WGE9	reviewed	SODC_MYCTU	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	sodC Rv0432 MTCY22G10.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	240
P9WGG1	reviewed	GMHA_MYCTU	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA Rv0113 MTV031.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	196
P9WGG3	reviewed	NPD_MYCTU	NAD-dependent protein deacylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	cobB sir2 Rv1151c MTCI65.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	237
P9WGG7	reviewed	SIGE_MYCTU	ECF RNA polymerase sigma factor SigE (ECF sigma factor SigE) (Alternative RNA polymerase sigma factor SigE) (RNA polymerase sigma-E factor) (Sigma-E factor)	sigE Rv1221	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	257
P9WGH1	reviewed	RPSC_MYCTU	ECF RNA polymerase sigma factor SigC (ECF sigma factor SigC) (Alternative RNA polymerase sigma factor SigC) (RNA polymerase sigma-C factor) (Sigma-C factor)	sigC Rv2069 MTCY49.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	185
P9WGH9	reviewed	SIGH_MYCTU	ECF RNA polymerase sigma factor SigH (ECF sigma factor SigH) (Alternative RNA polymerase sigma factor SigH) (RNA polymerase sigma-H factor) (Sigma-H factor)	sigH rpoE Rv3223c MTCY07D11.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	216
P9WGI1	reviewed	SIGA_MYCTU	RNA polymerase sigma factor SigA (Sigma-A)	sigA mysA rpoD rpoV Rv2703 MTCY05A6.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	528
P9WGI3	reviewed	SIGF_MYCTU	RNA polymerase sigma factor SigF (Sigma factor SigF) (Alternative RNA polymerase sigma factor SigF) (RNA polymerase sigma-F factor) (Sigma-F factor) (Stress response/stationary phase sigma factor SigF)	sigF Rv3286c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	261
P9WGI5	reviewed	SIGB_MYCTU	RNA polymerase sigma factor SigB	sigB mysB Rv2710	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	323
P9WGI7	reviewed	GLYA2_MYCTU	Serine hydroxymethyltransferase 2 (SHM2) (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	glyA2 Rv0070c MTV030.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	425
P9WGI9	reviewed	GLYA1_MYCTU	Serine hydroxymethyltransferase 1 (SHM1) (SHMT 1) (Serine methylase 1) (EC 2.1.2.1)	glyA1 glyA Rv1093 MTV017.46	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	438
P9WGJ9	reviewed	EMBR_MYCTU	Transcriptional regulatory protein EmbR	embR Rv1267c MTCY50.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	388
P9WGK1	reviewed	DOST_MYCTU	Oxygen sensor histidine kinase response regulator DosT (EC 2.7.13.3)	dosT Rv2027c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	573
P9WGK3	reviewed	DEVS_MYCTU	Oxygen sensor histidine kinase response regulator DevS/DosS (EC 2.7.13.3)	devS dosS Rv3132c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	578
P9WGK5	reviewed	SENX3_MYCTU	Sensor-like histidine kinase SenX3 (EC 2.7.13.3)	senX3 Rv0490 MTCY20G9.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	410
P9WGK9	reviewed	MTRB_MYCTU	Sensor histidine kinase MtrB (EC 2.7.13.3)	mtrB Rv3245c MTCY20B11.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	567
P9WGL1	reviewed	MPRB_MYCTU	Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (EC 3.1.3.-) (Mycobacterial persistence regulator B)	mprB Rv0982	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	504
P9WGL3	reviewed	KDPD_MYCTU	Sensor protein KdpD (EC 2.7.13.3)	kdpD Rv1028c MTCY10G2.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	860
P9WGL5	reviewed	PDTAS_MYCTU	Sensor histidine kinase PdtaS (EC 2.7.13.3) (c-di-GMP sensing sensor histidine kinase PdtaS)	pdtaS Rv3220c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	501
P9WGL9	reviewed	REGX3_MYCTU	Sensory transduction protein RegX3	regX3 Rv0491 MTCY20G9.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	227
P9WGM1	reviewed	PRRA_MYCTU	Transcriptional regulatory protein PrrA	prrA Rv0903c MTCY31.31c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	233
P9WGM3	reviewed	PDTAR_MYCTU	Transcriptional regulatory protein PdtaR	pdtaR Rv1626	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	205
P9WGM7	reviewed	MTRA_MYCTU	DNA-binding response regulator MtrA	mtrA Rv3246c MTCY20B11.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	228
P9WGM9	reviewed	MPRA_MYCTU	Response regulator MprA (Mycobacterial persistence regulator A)	mprA Rv0981	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	230
P9WGP3	reviewed	SECA2_MYCTU	Protein translocase subunit SecA 2 (EC 7.4.2.8)	secA2 Rv1821 MTCY1A11.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	808
P9WGP5	reviewed	SECA1_MYCTU	Protein translocase subunit SecA 1 (tbSecA) (EC 7.4.2.8)	secA1 Rv3240c MTCY20B11.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	949
P9WGR1	reviewed	INHA_MYCTU	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (Enoyl-ACP reductase) (EC 1.3.1.9) (FAS-II enoyl-ACP reductase) (NADH-dependent 2-trans-enoyl-ACP reductase)	inhA Rv1484 MTCY277.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	269
P9WGS9	reviewed	DPRE2_MYCTU	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase (EC 1.1.1.333) (Decaprenyl-phospho-2'-keto-D-arabinose reductase) (Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE2) (Decaprenyl-phosphoribose 2'-epimerase subunit 2) (NAD-dependent decaprenylphosphoryl-D-2-keto-erythropentose reductase)	dprE2 Rv3791 MTCY13D12.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	254
P9WGT1	reviewed	HSD_MYCTU	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase (EC 1.1.1.53) (NADH-dependent 3alpha, 20beta-hydroxysteroid dehydrogenase)	fabG3 Rv2002 MTCY39.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	260
P9WGT3	reviewed	MABA_MYCTU	3-oxoacyl-[acyl-carrier-protein] reductase MabA (EC 1.1.1.100) (3-ketoacyl reductase) (3-ketoacyl-acyl carrier protein reductase) (Acetoacetyl-CoA reductase) (EC 1.1.1.36) (Beta-ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase) (Mycolic acid biosynthesis A)	mabA fabG1 Rv1483 MTCY277.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	247
P9WGT7	reviewed	PSTS3_MYCTU	Phosphate-binding protein PstS 3 (PBP 3) (PstS-3) (Antigen Ag88)	pstS3 phoS2 Rv0928 MTCY21C12.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	370
P9WGU1	reviewed	PSTS1_MYCTU	Phosphate-binding protein PstS 1 (PBP 1) (PhoS1) (PstS-1) (38-kDa glycolipoprotein) (38-kDa lipoprotein) (P38) (Antigen Ag78) (Protein antigen B) (Pab)	pstS1 phoS1 Rv0934 MTCY08D9.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	374
P9WGU9	reviewed	LPQY_MYCTU	Trehalose-binding lipoprotein LpqY (SugABC transporter substrate-binding protein LpqY) (SugABC transporter SBP LpqY)	lpqY Rv1235	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	468
P9WGV3	reviewed	SAHH_MYCTU	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	ahcY sahH Rv3248c MTCY20B11.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	495
P9WGX7	reviewed	RSBW_MYCTU	Anti-sigma-F factor RsbW (Anti-sigma-F factor UsfX) (Regulator of SigF) (Sigma-F anti-sigma factor RsbW)	rsbW usfX Rv3287c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	168
P9WGY9	reviewed	RPOB_MYCTU	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB Rv0667 MTCI376.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1178
P9WGZ9	reviewed	RNJ_MYCTU	Ribonuclease J (RNase J) (EC 3.1.-.-) (Beta-lactamase) (EC 3.5.2.6) (Penicillinase)	rnj Rv2752c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	558
P9WH11	reviewed	RMLC_MYCTU	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)	rmlC strM Rv3465	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
P9WH13	reviewed	RMLA_MYCTU	Glucose-1-phosphate thymidylyltransferase (Glc-1-P thymidylyltransferase) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase)	rmlA rfbA Rv0334	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	288
P9WH69	reviewed	RIR2H_MYCTU	R2-like ligand binding oxidase (EC 1.-.-.-) (MtR2lox) (Ribonucleotide reductase R2 subunit homolog) (Ribonucleotide reductase small subunit homolog)	nrdB Rv0233	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314
P9WH71	reviewed	RIR2B_MYCTU	Ribonucleoside-diphosphate reductase subunit beta nrdF2 (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase nrdF2) (Ribonucleotide reductase R2-2 small subunit)	nrdF2 Rv3048c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	324
P9WH75	reviewed	RIR1_MYCTU	Ribonucleoside-diphosphate reductase subunit alpha (EC 1.17.4.1) (Ribonucleotide reductase R1 subunit)	nrdE Rv3051c MTV012.66c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	725
P9WHF1	reviewed	RIBBA_MYCTU	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA ribA ribA2 Rv1415 MTCY21B4.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	425
P9WHF3	reviewed	RHO_MYCTU	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho Rv1297 MTCY373.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	602
P9WHG9	reviewed	RELA_MYCTU	Bifunctional (p)ppGpp synthase/hydrolase RelA [Includes: GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (Stringent response-like protein) (ppGpp synthase II); Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)]	relA Rv2583c MTCY227.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	738
P9WHH1	reviewed	TRXB_MYCTU	Thioredoxin reductase (TR) (TRXR) (EC 1.8.1.9)	trxB trxB2 trxR Rv3913 MTV028.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	335
P9WHH3	reviewed	MTR_MYCTU	Mycothione reductase (EC 1.8.1.15) (Mycothiol-disulfide reductase) (NADPH-dependent mycothione reductase)	mtr gorA Rv2855	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	459
P9WHH7	reviewed	LPDA_MYCTU	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (NAD(P)H quinone reductase) (NAD(P)H: menadione oxidoreductase) (NADH-menadione reductase)	lpdA lpdA-2 Rv3303c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	493
P9WHH9	reviewed	DLDH_MYCTU	Dihydrolipoyl dehydrogenase (LPD) (EC 1.8.1.4) (Component of peroxynitrite reductase/peroxidase complex) (Component of PNR/P) (Dihydrolipoamide dehydrogenase) (E3 component of alpha-ketoacid dehydrogenase complexes)	lpdC lpd Rv0462 MTV038.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	464
P9WHJ3	reviewed	RECA_MYCTU	Protein RecA (Recombinase A) [Cleaved into: Endonuclease PI-MtuI (EC 3.1.-.-) (Mtu RecA intein)]	recA Rv2737c MTV002.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	790
P9WHK7	reviewed	PYRG_MYCTU	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG Rv1699 MTCI125.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	586
P9WHN5	reviewed	PUP_MYCTU	Prokaryotic ubiquitin-like protein Pup (Bacterial ubiquitin-like modifier)	pup Rv2111c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	64
P9WHQ9	reviewed	HGPRT_MYCTU	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	hpt hprT Rv3624c MTCY15C10.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
P9WHR3	reviewed	HIP1_MYCTU	Serine protease Hip1 (EC 3.4.21.-) (Hydrolase important for pathogenesis 1) (Serine hydrolase Hip1)	hip1 caeA Rv2224c MTCY427.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	520
P9WHR9	reviewed	Y3671_MYCTU	Serine protease Rv3671c (EC 3.4.21.-)	Rv3671c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
P9WHS1	reviewed	MEC_MYCTU	CysO-cysteine peptidase (EC 3.13.1.6) (Metallocarboxypeptidase Mec)	mec mec+ Rv1334 MTCY130.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	146
P9WHS3	reviewed	RIP1_MYCTU	Zinc metalloprotease Rip1 (EC 3.4.24.-) (Regulator of sigma KLM proteases) (S2P endopeptidase) (Site-2 protease Rip1) (S2P protease Rip1) (Site-2-type intramembrane protease)	rip1 Rv2869c MTV003.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404
P9WHT9	reviewed	PSB_MYCTU	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PrcB)	prcB Rv2110c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	291
P9WHU1	reviewed	PSA_MYCTU	Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PrcA)	prcA Rv2109c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	248
P9WHV5	reviewed	PPX1_MYCTU	Exopolyphosphatase 1 (ExopolyPase 1) (EC 3.6.1.11) (MTB-PPX1)	ppx1 Rv0496 MTCY20G9.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	344
P9WHV7	reviewed	NADK_MYCTU	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase) (Poly(P)-dependent NAD kinase) (PPNK)	ppnK Rv1695 MTCI125.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	307
P9WHW5	reviewed	PSTP_MYCTU	Serine/threonine protein phosphatase PstP (EC 3.1.3.16) (Mycobacterial Ser/Thr phosphatase) (Mstp) (PP2C-family Ser/Thr phosphatase)	pstP mstp ppp Rv0018c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	514
P9WHY3	reviewed	PPE51_MYCTU	Transporter PPE51 (Proline-proline-glutamate family protein 51) (PPE family protein 51) (Protein PPE51)	PPE51 Rv3136	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380
P9WI55	reviewed	IPYR_MYCTU	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	ppa Rv3628 MTCY15C10.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	162
P9WI63	reviewed	PKNL_MYCTU	Serine/threonine-protein kinase PknL (EC 2.7.11.1)	pknL Rv2176 MTV021.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	399
P9WI65	reviewed	PKNK_MYCTU	Serine/threonine-protein kinase PknK (EC 2.7.11.1) (Protein kinase K)	pknK Rv3080c MTCY22D7.01 MTV013.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1110
P9WI67	reviewed	PKNJ_MYCTU	Serine/threonine-protein kinase PknJ (EC 2.7.11.1)	pknJ Rv2088 MTCY49.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	589
P9WI69	reviewed	PKNI_MYCTU	Serine/threonine-protein kinase PknI (EC 2.7.11.1)	pknI Rv2914c MTCY338.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	585
P9WI71	reviewed	PKNH_MYCTU	Serine/threonine-protein kinase PknH (EC 2.7.11.1)	pknH Rv1266c MTCY50.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	626
P9WI73	reviewed	PKNG_MYCTU	Serine/threonine-protein kinase PknG (EC 2.7.11.1)	pknG Rv0410c MTCY22G10.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	750
P9WI75	reviewed	PKNF_MYCTU	Serine/threonine-protein kinase PknF (EC 2.7.11.1)	pknF Rv1746 MTCY28.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	476
P9WI77	reviewed	PKNE_MYCTU	Serine/threonine-protein kinase PknE (EC 2.7.11.1)	pknE Rv1743 MTCY28.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	566
P9WI79	reviewed	PKND_MYCTU	Serine/threonine-protein kinase PknD (EC 2.7.11.1)	pknD Rv0931c MTCY08C9.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	664
P9WI81	reviewed	PKNB_MYCTU	Serine/threonine-protein kinase PknB (EC 2.7.11.1)	pknB Rv0014c MTCY10H4.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	626
P9WI83	reviewed	PKNA_MYCTU	Serine/threonine-protein kinase PknA (EC 2.7.11.1)	pknA Rv0015c MTCY10H4.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
P9WIA1	reviewed	PTPA_MYCTU	Low molecular weight protein-tyrosine phosphatase A (LMW-PTP) (PTPase) (EC 3.1.3.48) (Low molecular weight tyrosine phosphatase PtpA) (MPtpA)	ptpA mptpA Rv2234 MTCY427.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	163
P9WIB3	reviewed	PHLB_MYCTU	Phospholipase C B (PLC-B) (EC 3.1.4.3) (Mycobacterial phospholipase C B)	plcB mpcB Rv2350c MTCY98.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	521
P9WIB5	reviewed	PHLA_MYCTU	Phospholipase C A (PLC-A) (EC 3.1.4.3) (MTP40 antigen) (Mycobacterial phospholipase C A)	plcA mpcA mtp40 Rv2351c MTCY98.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	520
P9WIB9	reviewed	SCMU_MYCTU	Secreted chorismate mutase (CM) (EC 5.4.99.5) (*MtCM)	Rv1885c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	199
P9WIC1	reviewed	CHMU_MYCTU	Intracellular chorismate mutase (CM) (EC 5.4.99.5)	Rv0948c MTCY10D7.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	105
P9WIC3	reviewed	PHEA_MYCTU	Prephenate dehydratase (PDT) (EC 4.2.1.51)	pheA Rv3838c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	321
P9WIC7	reviewed	GPGP_MYCTU	Glucosyl-3-phosphoglycerate phosphatase (EC 3.1.3.85) (Mannosyl-3-phosphoglycerate phosphatase) (EC 3.1.3.70)	gpgP Rv2419c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	223
P9WID3	reviewed	PFKB_MYCTU	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (Phosphofructokinase B) (Phosphohexokinase 2) (Tagatose-6-phosphate kinase) (EC 2.7.1.144)	pfkB Rv2029c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	339
P9WID5	reviewed	ADOK_MYCTU	Adenosine kinase (ADK) (AK) (EC 2.7.1.20)	adoK cbhK Rv2202c MTCY190.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	324
P9WID7	reviewed	PFKA_MYCTU	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphofructokinase A) (Phosphohexokinase) (Tagatose-6-phosphate kinase) (EC 2.7.1.144)	pfkA Rv3010c MTV012.24c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	343
